"","sex","age","education","mdp1","mdu1","mdu2","mdu3","mdp2","mdu4","mdp3","mdp4","hh.sinc1","hh.fair1","hh.greed1","hh.mod1","hh.sinc2","hh.fair2","hh.greed2","hh.mod2","hh.sinc3","hh.fair3","hh.greed3","hh.mod3","hh.sinc4","hh.fair4","hh.greed4","hh.mod4","alt1","alt2","alt3","alt4","npi1","npi2","npi3","npi4","npi5","npi6","npi7","npi8","npi9","npi10","npi11","npi12","npi13","npi14","npi15","mach1","mach2","mach3","mach4","mach5","dc1","dc2","dc3","dc4","dc5","dc6","dc7","dc8","dc9","dc10","dc11","dc12","dc13","dc14","dc15","dc16","srp1","srp2","srp3","srp4","srp5","srp6","srp7","srp8","srp9","srp10","srp11","srp12","srp13","srp14","srp15","srp16","srp17","srp18","srp19","srp20","srp21","srp22","srp23","srp24","srp25","srp26","srp27","srp28","srp29","srp30","srp31","sinc.facet","fair.facet","greed.facet","mod.facet","hh.total","altruism","mdp.facet","mdu.facet","md.total","dc.total","mach.total","npi.total","srp.total"
"225","2",18,"4",-1,-2,-2,-2,-1,1,-2,-2,5,2,3,2,3,5,3,5,4,5,4,4,4,5,1,3,5,4,4,4,2,1,1,3,2,3,1,6,1,2,2,3,3,3,3,6,4,1,5,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,5,2,2,4,1,1,1,3,2,2,1,4,3,2,3,2,4,2,2,4,1,1,1,4,1,5,1,1,1,1,1,4,4.25,2.75,3.5,3.625,4.25,-6,-5,-11,1.1875,3.6,2.4,2.13333333333333
"226","2",20,"4",-2,-2,-2,-1,1,1,-2,-1,3,2,2,3,4,5,3,5,5,5,5,5,1,5,2,5,4,4,4,4,4,2,1,1,2,2,2,3,2,1,2,2,2,2,4,1,1,1,4,1,1,1,2,1,1,1,1,2,2,5,1,2,2,2,2,1,2,2,1,3,4,3,2,3,2,2,2,3,4,2,3,4,4,3,2,2,1,1,4,4,1,4,1,1,1,1,1,3.25,4.25,3,4.5,3.75,4,-4,-4,-8,1.6875,1.6,2.13333333333333,2.33333333333333
"227","2",56,"3",-2,-2,-2,-2,1,-2,-1,-1,3,5,2,3,2,5,2,4,3,2,4,4,2,5,3,4,5,4,5,3,5,4,1,2,1,1,5,1,1,1,3,2,2,4,2,4,1,4,3,1,2,2,3,3,2,3,4,1,2,3,3,1,3,3,2,5,5,3,1,3,3,3,3,4,2,2,4,5,4,3,5,4,5,4,3,2,1,1,2,1,1,3,1,1,1,1,1,2.5,4.25,2.75,3.75,3.3125,4.25,-3,-8,-11,2.625,2.6,2.33333333333333,2.63333333333333
"228","2",22,"4",-1,-2,-1,-1,-1,-1,-2,-1,3,3,2,3,5,5,3,4,4,3,4,4,2,5,3,4,4,3,4,4,4,4,3,3,5,5,4,5,5,4,4,6,6,4,3,5,4,5,5,2,2,2,2,3,1,5,1,4,2,3,1,2,3,2,1,1,2,3,3,3,2,4,3,4,3,3,2,3,2,1,4,2,2,3,2,3,3,1,1,5,1,5,1,1,1,1,1,3.5,4,3,3.75,3.5625,3.75,-5,-5,-10,2.1875,4.2,4.33333333333333,2.4
"229","1",20,"4",-2,-1,-2,-2,-1,1,-2,-2,2,5,3,3,2,5,4,5,5,4,5,5,5,5,4,5,5,4,5,4,4,5,1,4,4,4,3,4,2,1,5,3,6,5,4,1,1,2,2,3,2,1,1,2,1,1,1,1,1,3,2,1,1,2,2,1,2,1,1,4,2,1,3,4,3,1,2,3,4,2,4,5,2,1,1,1,1,1,2,5,1,1,1,1,1,1,1,3.5,4.75,4,4.5,4.1875,4.5,-7,-4,-11,1.4375,1.8,3.66666666666667,1.96666666666667
"230","1",22,"4",-2,-2,-2,-2,-2,1,-2,-1,2,4,3,4,2,4,5,4,2,4,5,5,4,5,2,4,5,3,5,5,5,4,2,4,5,4,3,4,5,2,4,5,4,3,4,5,1,1,2,3,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,3,2,3,1,1,1,4,1,3,2,1,1,1,5,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2.5,4.25,3.75,4.25,3.6875,4.5,-7,-5,-12,1.3125,2.4,3.86666666666667,1.53333333333333
"231","2",25,"4",-2,-2,-2,2,-2,-2,-2,-2,3,1,4,2,2,4,4,3,5,2,5,4,3,2,4,5,5,4,4,3,2,1,3,5,6,4,1,4,2,3,3,4,5,4,4,6,1,2,4,1,1,3,1,2,1,1,1,3,1,3,3,1,3,2,3,1,5,2,1,4,2,4,2,3,3,4,1,2,1,3,4,4,3,3,1,5,1,1,2,2,1,1,2,3,1,1,2,3.25,2.25,4.25,3.5,3.3125,4,-8,-4,-12,1.875,2.8,3.4,2.33333333333333
"232","1",26,"5",-1,1,1,1,1,1,-1,1,2,1,2,5,2,2,5,5,2,3,5,5,2,3,3,5,5,3,4,3,2,2,2,3,4,4,2,3,2,3,2,5,1,4,2,4,4,2,3,1,1,3,2,2,2,3,2,2,3,2,1,2,2,2,4,3,1,1,4,4,3,4,3,2,3,5,5,1,4,1,2,3,3,3,3,5,1,1,4,5,1,3,4,3,1,1,1,2,2.25,3.75,5,3.25,3.75,0,4,4,2.25,2.8,2.73333333333333,2.7
"233","1",25,"5",-2,1,-1,-2,-2,-2,-2,1,3,2,2,3,5,4,5,5,4,4,5,2,5,4,5,5,5,4,2,2,4,3,1,4,4,2,3,2,1,1,3,2,3,2,4,4,5,1,4,1,1,2,2,2,1,4,1,1,2,2,2,4,1,1,5,3,3,1,4,4,1,1,1,4,2,1,1,1,2,1,5,3,2,2,1,2,1,1,2,3,1,3,1,1,4,1,1,4.25,3.5,4.25,3.75,3.9375,3.25,-5,-4,-9,2.125,3,2.6,1.9
"234","1",21,"4",-2,2,-1,-1,-1,-1,-2,-2,5,5,3,5,5,3,4,5,5,5,5,5,5,4,4,5,4,3,5,4,5,2,1,2,2,1,4,3,1,1,3,1,2,2,3,3,3,2,3,2,1,1,1,2,1,2,1,4,1,3,3,1,1,1,2,1,5,4,3,1,5,2,1,3,4,1,1,4,1,2,3,4,2,2,3,2,1,5,4,4,4,4,3,3,3,4,1,5,4.25,4,5,4.5625,4,-7,-1,-8,1.625,2.6,2.2,2.93333333333333
"235","1",32,"5",-2,-1,-2,-2,-1,1,-1,-2,1,4,4,3,1,5,5,5,1,5,3,2,2,5,3,3,5,3,4,1,5,3,5,4,5,3,5,3,3,5,5,5,5,4,4,5,2,2,3,4,1,4,2,1,3,2,4,3,2,3,1,3,2,1,1,2,2,5,4,3,5,4,1,5,2,3,1,1,3,1,3,2,5,4,3,2,1,2,3,5,2,5,4,5,1,5,1,1.25,4.75,3.75,3.25,3.25,3.25,-6,-4,-10,2.1875,3.2,4.26666666666667,3
"236","1",48,"2",-2,-2,1,-2,-2,-1,-2,-2,3,5,3,4,4,4,1,5,3,1,5,5,3,4,5,5,5,2,5,4,3,1,3,1,3,1,2,1,2,2,3,2,1,2,3,4,1,5,3,1,1,4,1,3,2,1,1,1,1,2,2,1,4,3,1,3,4,1,1,1,1,2,1,4,2,1,3,1,1,1,3,2,4,1,1,2,1,1,1,3,4,5,5,5,1,1,1,3.25,3.5,3.5,4.75,3.75,4,-8,-4,-12,1.9375,2.8,2,2.13333333333333
"237","1",32,"3",-2,-1,-1,1,1,2,-1,-1,4,3,3,3,5,4,4,4,2,4,1,5,2,4,2,4,3,3,3,3,4,4,1,1,6,2,1,2,1,2,4,3,4,4,2,4,4,3,5,4,1,4,2,1,4,3,2,3,2,3,2,3,1,1,3,1,4,2,3,3,2,2,4,5,3,1,2,1,1,1,4,1,4,3,2,2,1,2,1,2,1,1,4,4,1,4,1,3.25,3.75,2.5,4,3.375,3,-3,1,-2,2.25,4,2.73333333333333,2.3
"238","1",21,"4",-2,-2,-1,-2,-1,-1,-2,-2,3,4,4,5,5,4,3,5,5,5,5,5,4,4,3,4,4,4,5,5,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,4,4,5,1,1,3,2,1,1,2,1,1,1,4,3,2,1,1,4,1,3,1,3,5,3,1,2,3,1,1,1,1,2,1,5,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,4.25,4.25,3.75,4.75,4.25,4.5,-7,-6,-13,1.8125,3.2,1.26666666666667,1.6
"239","1",59,"2",-2,-2,2,-2,-2,-1,-2,-2,3,3,2,3,5,3,5,4,5,5,4,3,2,4,4,5,4,3,2,3,6,4,3,4,2,1,5,3,2,2,1,1,4,1,3,5,3,1,3,1,2,2,2,2,4,3,1,2,2,4,4,5,2,2,5,1,5,3,1,4,2,5,5,5,2,1,2,1,1,1,3,3,4,3,3,1,1,1,4,1,1,1,5,4,1,2,1,3.75,3.75,3.75,3.75,3.75,3,-8,-3,-11,2.6875,2.6,2.8,2.43333333333333
"240","1",21,"4",-1,-1,-1,1,1,1,-1,-1,2,2,3,4,2,2,4,4,1,4,5,5,2,2,5,4,4,3,2,4,4,2,3,4,4,4,4,4,3,2,4,5,3,4,3,1,1,3,4,3,3,3,2,3,3,1,3,3,2,2,5,4,2,3,5,3,2,4,4,3,4,3,3,5,4,4,2,2,3,3,3,4,5,2,4,5,3,1,2,5,1,4,4,3,1,1,1,1.75,2.5,4.25,4.25,3.1875,3.25,-2,0,-2,2.9375,2.4,3.53333333333333,3.06666666666667
"241","1",61,"5",-2,-2,-1,-2,1,1,-2,-2,3,5,2,4,3,5,4,4,4,5,5,4,4,5,4,3,5,4,4,3,5,2,1,3,3,3,3,2,3,1,4,3,1,3,3,3,1,2,2,1,2,3,1,1,1,1,1,3,2,2,1,1,2,2,4,1,4,1,1,2,1,2,1,4,3,1,2,4,3,2,5,3,3,3,3,1,1,1,1,4,1,5,1,1,1,1,1,3.5,5,3.75,3.75,4,4,-5,-4,-9,1.75,1.8,2.66666666666667,2.16666666666667
"242","1",27,"5",-2,-2,-2,-1,-2,1,-1,-1,3,4,3,4,4,4,4,4,2,4,5,5,2,5,4,2,4,3,4,4,3,2,2,2,2,2,3,3,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,2,1,1,2,1,1,3,1,3,4,2,1,1,3,3,3,1,1,2,3,4,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2.75,4.25,4,3.75,3.6875,3.75,-6,-4,-10,1.375,1,2,1.63333333333333
"243","1",32,"5",-2,-2,-2,-2,-1,-1,-1,-2,1,4,4,2,2,5,2,5,3,5,4,4,4,5,2,4,5,4,3,3,6,5,4,5,5,2,5,5,3,5,4,2,4,5,5,5,2,4,2,1,2,3,2,3,1,1,1,2,2,3,2,1,1,1,4,1,1,2,1,3,1,2,2,4,2,2,1,1,4,1,4,3,4,4,3,1,1,1,2,4,1,2,1,1,1,1,1,2.5,4.75,3,3.75,3.5,3.75,-6,-7,-13,1.875,2.8,4.33333333333333,1.96666666666667
"244","2",34,"4",-2,-1,-2,-2,-1,2,-1,-2,3,1,4,2,4,5,4,4,5,4,4,3,5,2,4,4,4,3,4,4,6,6,3,5,5,4,5,2,4,4,5,6,4,6,5,1,1,2,3,3,2,2,2,2,1,2,3,4,2,2,1,1,1,4,1,3,3,2,3,2,2,1,1,5,4,3,1,3,4,2,5,3,5,4,2,2,1,1,1,3,1,1,4,5,1,5,4,4.25,3,4,3.25,3.625,3.75,-6,-3,-9,2.0625,2,4.66666666666667,2.73333333333333
"245","1",22,"4",-1,-2,-1,-1,-1,1,-1,1,1,1,3,5,4,4,3,5,4,3,3,5,3,2,2,5,5,4,4,5,4,2,1,6,5,4,3,4,1,3,2,4,5,4,6,1,1,1,3,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,3,4,1,1,2,3,4,2,1,2,2,3,4,2,2,1,1,2,1,1,3,5,1,1,1,1,1,1,1,3,2.5,2.75,5,3.3125,4.5,-2,-3,-5,1.5625,1.4,3.6,1.86666666666667
"246","2",32,"5",-1,-2,-2,1,1,2,1,-1,3,5,3,5,3,5,5,3,5,5,5,5,4,4,5,4,4,4,5,3,3,2,1,1,4,3,1,3,2,1,3,3,2,4,2,1,1,1,2,5,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,2,3,1,2,2,3,2,2,3,1,1,3,4,1,2,1,1,1,1,1,3.75,4.75,4.5,4.25,4.3125,4,0,-1,-1,1.3125,2,2.33333333333333,1.63333333333333
"247","1",22,"4",-2,2,-1,-2,-2,1,-2,-1,2,1,4,5,3,2,2,4,3,4,2,4,5,5,1,3,3,4,4,3,4,4,4,5,5,4,2,3,2,3,4,3,3,4,5,3,1,1,1,2,2,2,2,2,1,1,1,3,2,3,3,1,2,2,3,1,4,1,1,3,2,2,1,4,2,2,2,1,4,2,3,2,5,2,2,4,1,1,1,5,1,4,1,5,1,1,1,3.25,3,2.25,4,3.125,3.5,-7,0,-7,1.9375,1.6,3.66666666666667,2.26666666666667
"248","2",24,"4",-1,-1,-1,1,-2,1,-2,-1,4,1,4,4,4,2,4,3,5,3,5,3,3,2,4,4,4,4,2,4,4,4,1,2,4,3,2,2,1,1,4,3,1,3,1,4,4,3,5,5,4,4,1,2,5,2,1,4,2,2,3,4,2,2,5,1,1,3,1,1,2,2,1,4,3,5,2,1,4,1,3,2,2,4,3,4,1,1,2,2,1,1,1,1,1,4,1,4,2,4.25,3.5,3.4375,3.5,-6,0,-6,2.75,4.2,2.4,2.13333333333333
"249","2",52,"5",-2,-2,-1,-2,-2,-2,-2,-2,3,3,2,3,3,5,5,4,3,3,5,5,3,4,3,5,5,3,3,4,6,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,4,1,3,2,1,3,3,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,4,1,1,4,1,4,4,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,3,3.75,3.75,4.25,3.6875,3.75,-8,-7,-15,1.625,1.8,1.6,1.7
"250","1",24,"5",-2,-2,-2,-2,-2,1,-2,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,2,4,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,2,1,3,2,3,1,2,3,3,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,5,5,5,5,5,5,-7,-5,-12,1.25,1.2,1.8,1.56666666666667
"251","1",48,"5",-2,-1,1,-2,-2,1,-2,-2,2,5,2,4,5,5,3,5,5,4,3,5,5,4,3,4,5,4,5,5,5,2,1,1,4,1,1,1,1,1,2,1,1,3,1,4,4,4,2,4,1,2,1,1,1,1,1,3,2,1,1,1,2,2,2,2,4,1,5,3,2,1,4,3,2,1,1,3,1,1,2,5,2,1,1,3,1,1,1,2,1,1,5,1,1,1,1,4.25,4.5,2.75,4.5,4,4.75,-8,-1,-9,1.5,3.6,1.73333333333333,1.96666666666667
"252","1",23,"5",-2,-1,-1,-2,-1,-1,2,-2,3,4,4,4,2,4,2,4,4,2,4,5,3,4,3,4,4,4,5,5,3,1,1,4,3,2,1,1,2,1,3,1,2,4,3,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,1,4,2,1,4,3,2,1,3,3,3,1,4,1,2,4,2,2,1,1,4,1,1,1,4,1,1,1,1,1,1,1,3,3.5,3.25,4.25,3.5,4.5,-3,-5,-8,1.5,1.2,2.13333333333333,1.93333333333333
"253","2",29,"5",-1,-1,-2,-1,-2,1,-2,-1,2,2,2,3,3,4,4,4,4,5,5,5,5,2,2,3,5,3,4,4,3,4,2,4,5,6,1,2,2,3,4,4,3,4,2,1,1,3,1,4,1,2,1,2,1,2,1,4,2,3,3,2,1,1,2,1,4,3,2,4,2,1,2,4,3,4,1,3,3,1,4,4,2,3,3,1,1,1,1,4,1,2,1,1,1,1,1,3.5,3.25,3.25,3.75,3.4375,4,-6,-3,-9,1.8125,2,3.26666666666667,2.16666666666667
"254","1",24,"5",-2,-1,-1,-1,-2,-1,-1,-1,4,2,4,3,2,3,4,2,3,2,5,5,4,4,5,4,5,4,3,3,3,2,1,4,5,4,2,5,4,1,2,5,2,4,4,2,2,2,2,1,2,2,1,2,1,1,1,2,2,1,3,1,1,2,1,1,2,2,1,2,1,1,1,3,1,1,2,2,1,1,4,1,4,2,1,2,1,1,3,4,1,2,1,1,1,1,1,3.25,2.75,4.5,3.5,3.5,3.75,-6,-4,-10,1.5,1.8,3.2,1.66666666666667
"255","2",20,"2",-2,-2,-1,-2,1,2,-2,-2,5,5,2,2,3,5,3,4,5,5,4,5,1,5,3,5,4,3,5,3,5,2,2,6,3,3,6,3,3,3,2,3,4,3,6,5,5,4,4,2,3,2,1,5,1,2,1,3,2,3,2,1,4,1,1,2,5,3,1,2,2,2,4,3,2,2,2,2,3,3,1,2,5,2,3,1,3,1,1,5,3,5,5,5,1,1,1,3.5,5,3,4,3.875,3.75,-5,-3,-8,2.125,4,3.6,2.63333333333333
"256","1",35,"5",-2,-2,-2,1,-1,-2,-2,-1,2,4,4,4,2,4,2,5,2,2,2,5,2,4,2,5,5,5,4,4,4,4,2,4,3,1,3,3,1,2,4,3,3,2,5,3,5,2,3,2,1,1,1,1,2,1,2,3,1,3,1,1,2,2,2,2,5,2,1,4,2,2,1,3,1,1,1,1,2,1,3,3,4,2,2,3,1,1,1,2,1,1,4,1,1,1,1,2,3.5,2.5,4.75,3.1875,4.5,-6,-5,-11,1.625,3,2.93333333333333,1.83333333333333
"257","1",27,"5",-2,-2,-2,-2,-2,1,-2,-1,4,4,3,5,5,5,3,5,4,5,4,3,5,5,1,4,5,4,3,3,3,2,2,2,1,1,1,3,1,1,1,2,1,1,1,5,4,2,3,2,1,3,1,2,1,2,1,3,1,3,1,1,2,1,3,1,4,1,3,4,3,1,2,3,1,1,1,1,2,1,3,1,2,1,1,4,1,1,2,3,1,1,1,1,1,1,1,4.5,4.75,2.75,4.25,4.0625,3.75,-7,-5,-12,1.6875,3.2,1.53333333333333,1.66666666666667
"258","1",20,"4",-2,-2,-2,-2,-1,1,-2,-1,3,3,3,5,5,4,4,4,5,4,3,5,4,4,4,4,5,3,5,4,2,3,1,4,2,1,1,4,2,3,1,4,3,1,2,3,3,3,1,4,1,2,1,3,1,2,1,3,1,2,3,1,1,1,3,1,3,2,2,2,2,2,1,3,1,2,1,1,1,1,1,2,2,1,1,4,3,1,1,3,1,1,2,1,1,1,1,4.25,3.75,3.5,4.5,4,4.25,-6,-5,-11,1.6875,2.8,2.26666666666667,1.63333333333333
"259","1",25,"5",1,-2,-2,-2,-2,1,-2,-1,4,2,5,5,5,3,5,4,5,4,5,5,4,3,5,5,4,4,3,3,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,5,6,4,6,5,1,3,2,3,1,3,1,2,1,3,3,3,2,1,4,1,5,1,3,4,2,1,2,4,2,1,1,1,4,1,1,2,1,2,2,5,1,1,2,4,1,2,2,5,1,1,1,4.5,3,5,4.75,4.3125,3.5,-4,-5,-9,2.125,5.2,1.26666666666667,2.06666666666667
"260","1",30,"3",-2,-1,2,-1,2,-2,-2,1,4,3,3,4,2,5,4,5,5,5,4,5,5,4,4,5,5,3,5,5,1,3,4,5,4,3,2,1,2,4,4,3,2,2,4,5,2,4,2,1,1,1,1,1,4,1,5,2,2,3,1,2,2,2,1,1,4,3,1,2,4,3,1,4,3,2,1,2,2,4,3,4,4,3,2,3,1,1,1,5,2,3,4,4,1,3,1,4,4.25,3.75,4.75,4.1875,4.5,-1,-2,-3,1.875,2.8,2.93333333333333,2.63333333333333
"261","1",35,"2",-2,-1,-2,-2,-1,-1,-2,-1,3,5,4,5,3,5,3,5,4,5,5,5,4,5,4,5,5,3,4,4,2,1,1,1,2,2,2,1,1,2,3,3,2,2,3,6,4,1,5,3,1,2,1,1,1,5,1,2,2,3,2,1,1,1,1,1,4,1,1,3,1,1,1,3,2,1,1,2,1,1,4,2,2,1,1,2,1,1,1,4,1,2,5,1,1,1,1,3.5,5,4,5,4.375,4,-6,-6,-12,1.625,3.8,1.86666666666667,1.7
"262","2",24,"4",-2,-1,-2,-2,-2,-1,-2,-2,3,4,4,4,4,4,3,4,4,2,2,5,4,5,2,5,4,4,5,5,5,2,2,4,5,3,3,2,1,2,2,3,2,3,3,3,1,3,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,4,3,1,2,2,4,2,4,4,3,1,4,1,2,4,3,4,4,2,2,1,1,2,4,1,1,1,1,1,1,1,3.75,3.75,2.75,4.5,3.6875,4.5,-8,-6,-14,1.25,1.8,2.8,2.3
"263","2",27,"5",-2,2,-1,-2,1,2,-1,-1,2,1,1,5,3,2,5,4,1,3,5,3,4,4,5,4,4,3,4,4,4,2,1,4,2,2,2,4,2,1,3,3,3,3,3,4,5,5,3,4,1,1,1,2,3,3,2,4,2,3,2,2,2,2,2,1,5,2,3,1,3,5,1,4,3,4,1,5,4,2,4,3,2,3,1,3,1,2,3,3,1,5,1,2,1,1,1,2.5,2.5,4,4,3.25,3.75,-3,1,-2,2.0625,4.2,2.6,2.63333333333333
"264","2",19,"4",1,1,-1,-2,-1,1,2,1,3,1,5,3,2,5,2,3,4,3,3,3,4,4,2,3,4,5,3,4,5,3,6,5,5,6,6,5,5,6,4,6,6,5,5,5,1,3,1,3,1,2,2,3,4,3,3,3,3,3,3,1,1,2,2,1,4,2,2,2,1,1,3,5,2,4,1,3,3,1,4,4,4,4,3,1,1,1,3,4,1,5,1,1,1,1,1,3.25,3.25,3,3,3.125,4,3,-1,2,2.3125,2.6,5.2,2.4
"265","1",20,"4",-2,-1,-1,-1,1,2,-2,1,3,2,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,3,4,4,4,2,1,1,5,1,3,4,2,1,4,3,3,3,3,4,4,2,3,3,1,2,2,2,1,3,1,3,2,3,1,2,1,1,1,1,1,1,1,3,2,1,2,3,2,2,1,4,3,2,4,2,2,2,1,1,1,1,1,4,1,4,1,3,1,1,1,3.75,4.25,4.25,5,4.3125,4,-2,-1,-3,1.6875,3.2,2.66666666666667,1.86666666666667
"266","1",23,"5",1,-1,-2,-1,1,1,-2,-1,4,2,3,5,3,4,1,3,3,3,3,3,4,4,3,3,3,4,4,3,5,3,4,2,6,5,4,5,1,4,2,4,4,3,3,4,4,3,2,1,1,2,1,2,2,3,2,2,1,3,2,2,2,2,3,3,5,3,1,3,2,4,4,3,3,2,1,4,2,2,2,3,2,2,1,3,1,1,4,5,1,1,1,1,1,1,1,3.5,3.25,2.5,3.5,3.1875,3.5,-1,-3,-4,2.0625,2.8,3.66666666666667,2.23333333333333
"267","1",53,"5",-2,-2,-1,-2,-1,1,-1,-1,2,4,4,5,2,3,4,5,2,5,5,4,4,3,4,5,4,3,5,4,3,1,1,3,2,2,2,2,1,2,2,5,1,1,1,4,4,4,4,3,2,1,3,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,3,1,1,4,4,2,1,2,1,1,1,4,1,2,1,2,1,1,1,1,4,1,4,5,1,1,1,1,2.5,3.75,4.25,4.75,3.8125,4,-5,-4,-9,1.4375,3.8,1.93333333333333,1.8
"268","1",46,"5",-1,-1,1,-2,-2,-1,1,-2,3,2,3,3,2,3,4,3,2,3,3,3,3,2,3,3,4,4,3,3,1,2,2,2,1,1,1,3,1,2,2,1,1,1,1,4,4,3,5,3,2,2,1,3,2,2,5,3,1,3,1,4,2,1,4,2,3,2,1,3,4,2,4,4,4,1,1,2,4,1,2,2,3,4,4,4,1,1,1,3,1,2,5,4,1,1,1,2.5,2.5,3.25,3,2.8125,3.5,-4,-3,-7,2.375,3.8,1.46666666666667,2.43333333333333
"269","1",23,"5",-2,-1,2,-1,-1,1,-2,-2,5,2,2,5,4,4,5,5,5,5,5,5,5,4,4,5,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,5,2,4,2,3,1,1,1,1,3,2,1,2,1,1,1,1,1,3,1,1,3,1,1,1,1,4.75,3.75,4,5,4.375,4.5,-7,1,-6,1.3125,1,1,1.73333333333333
"270","1",25,"2",-1,1,-2,1,-2,-1,-2,-1,2,1,3,4,2,4,4,4,4,4,2,4,4,2,3,4,5,3,2,3,2,3,4,6,5,3,2,3,2,4,4,6,3,4,1,4,4,2,2,3,2,3,2,3,3,2,4,3,2,2,4,1,1,4,2,2,5,4,1,4,5,3,3,3,4,5,2,3,4,2,2,3,3,4,2,5,1,2,1,3,1,4,4,5,1,1,1,3,2.75,3,4,3.1875,3.25,-6,-1,-7,2.5,3,3.46666666666667,2.9
"271","1",25,"5",-2,1,-1,-2,-2,-2,-1,1,3,3,2,5,3,3,2,4,4,4,5,5,4,3,3,5,4,2,5,5,4,2,1,5,3,2,4,2,3,1,3,3,1,3,6,1,3,5,1,3,3,1,1,2,1,3,1,4,2,2,2,2,1,2,1,1,3,2,4,2,2,1,3,3,3,2,2,2,2,1,2,2,4,1,1,4,2,1,1,1,1,1,1,2,1,3,1,3.5,3.25,3,4.75,3.625,4,-4,-4,-8,1.8125,2.6,2.86666666666667,1.96666666666667
"272","2",19,"4",-1,-2,-2,-1,1,2,1,1,3,1,4,2,3,3,2,3,3,4,2,4,4,2,2,2,5,3,1,3,4,3,5,6,5,4,5,4,3,5,4,4,5,4,6,1,1,1,1,1,1,1,2,2,4,1,1,4,2,2,2,3,1,1,3,1,4,3,5,2,5,3,4,3,4,3,1,3,5,3,4,2,2,4,2,4,1,1,1,5,3,5,4,5,1,5,2,3.25,2.5,2.5,2.75,2.75,3,2,-3,-1,1.9375,1,4.46666666666667,3.23333333333333
"273","2",33,"5",-1,-2,-2,-1,-2,-2,-2,-2,3,1,3,5,2,4,3,5,2,3,5,5,4,2,5,5,5,3,5,5,3,3,4,3,5,3,1,3,3,4,3,5,2,4,1,2,3,3,2,4,1,2,2,2,1,1,1,4,2,2,3,1,1,1,1,1,4,1,2,4,1,1,1,3,2,1,1,1,1,1,2,3,1,2,1,4,1,1,1,1,1,1,1,3,1,1,1,2.75,2.5,4,5,3.5625,4.5,-7,-7,-14,1.625,2.8,3.13333333333333,1.53333333333333
"274","1",22,"4",-2,-2,1,-2,1,1,-2,2,3,4,4,4,4,3,3,5,4,5,5,4,5,4,4,5,1,4,4,4,2,5,4,3,3,5,2,3,1,4,5,2,2,3,3,4,5,1,5,1,1,1,2,1,1,2,1,3,1,2,1,3,2,1,2,1,1,3,3,2,1,1,3,3,2,3,1,2,1,1,5,3,3,3,1,3,1,1,4,4,1,5,2,3,1,1,2,4,4,4,4.5,4.125,3.25,-1,-2,-3,1.5625,3.2,3.13333333333333,2.26666666666667
"275","1",32,"2",-1,-2,-2,-2,-2,-2,2,-2,3,2,2,4,2,3,3,4,4,4,4,3,5,5,2,3,5,5,5,4,5,2,4,4,4,3,2,4,1,2,1,3,3,3,3,2,1,1,2,2,1,1,1,1,3,1,5,1,2,2,1,1,2,2,1,2,1,1,3,4,4,3,1,3,1,3,2,4,4,1,3,1,1,3,1,4,1,1,1,5,1,1,3,1,1,4,1,3.5,3.5,2.75,3.5,3.3125,4.75,-3,-8,-11,1.6875,1.6,2.93333333333333,2.13333333333333
"276","1",24,"5",-2,-1,-1,-2,1,1,-2,-2,2,4,4,4,2,2,3,4,5,4,3,4,4,3,3,4,3,4,4,4,4,4,2,2,5,3,2,3,3,2,4,5,4,3,1,1,1,2,1,3,3,2,2,3,1,3,5,1,2,1,1,1,1,2,3,2,2,2,1,5,2,1,1,4,3,2,1,3,1,1,1,3,3,1,1,4,1,1,1,5,1,3,1,1,1,1,1,3.25,3.25,3.25,4,3.4375,3.75,-5,-3,-8,2.0625,1.6,3.13333333333333,1.8
